#Año,Tipo,Presupuesto,Programa,Económica,Descripción,Obligaciones,T1,T2,T3,T4
2016,G,E,3330,22699,Otros gastos diversos,0,,,,
2016,G,E,3330,22799,Otros trabajos realizados por otras emrpresas y profesionale,222595.27,84489.25,76918.49,61187.53,
2016,G,E,3330,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",7000,,,7000,
2016,G,E,3330,48900,OTRAS TRANSFERENCIAS,0,,,,
2016,G,E,3330,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",6481.18,,,6481.18,
2016,G,E,3330,62500,MOBILIARIO,1329.56,,,1329.56,
2016,G,E,3340,12004,SUELDOS DEL GRUPO C2.,0,,,,
2016,G,E,3340,12006,TRIENIOS.,0,,,,
2016,G,E,3340,12100,COMPLEMENTO DE DESTINO.,0,,,,
2016,G,E,3340,12101,COMPLEMENTO ESPECÍFICO.,0,,,,
2016,G,E,3340,13000,RETRIBUCIONES BÁSICAS.,257206.58,87938.42,97342.35,71925.81,
2016,G,E,3340,13002,OTRAS REMUNERACIONES.,910.21,302.96,347,260.25,
2016,G,E,3340,13010,PRODUCTIVIDAD PERSONAL LABORAL,4359.27,884.28,2478.96,996.03,
2016,G,E,3340,15000,COMPLEMENTO DE PRODUCTIVIDAD,0,,,,
2016,G,E,3340,16000,Seguridad Social. Personal Funcionario,0,,,,
2016,G,E,3340,16001,Seguridad Social. Personal laboral,81362.26,27325.09,27236.26,26800.91,
2016,G,E,3340,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,0,,,,
2016,G,E,3340,21500,MOBILIARIO Y ENSERES,0,,,,
2016,G,E,3340,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",420,,420,,
2016,G,E,3340,22010,FONDOS DE BIBLIOTECA Y MATERIAL AUDIOVISUAL,0,,,,
2016,G,E,3340,22104,VESTUARIO.,150,150,,,
2016,G,E,3340,22300,TRANSPORTES,0,,,,
2016,G,E,3340,22602,PUBLICIDAD Y PROPAGANDA.,275.71,188.88,42.38,44.45,
2016,G,E,3340,22699,Otros gastos diversos,369.31,,369.31,,
2016,G,E,3340,22799,Otros trabajos realizados por otras emrpresas y profesionale,16643.4,9601.42,6198,843.98,
2016,G,E,3340,48900,OTRAS TRANSFERENCIAS,10962.31,,,10962.31,
2016,G,E,3340,62900,OTRO INMOVILIZADO MATERIAL,990,,990,,
2016,G,E,3371,13000,RETRIBUCIONES BÁSICAS.,72486.11,24162.11,27663.42,20660.58,
2016,G,E,3371,13001,HORAS EXTRAORDINARIAS,29.24,29.24,,,
2016,G,E,3371,13002,OTRAS REMUNERACIONES.,2514.32,777.59,1003.96,732.77,
2016,G,E,3371,13010,PRODUCTIVIDAD PERSONAL LABORAL,10089.45,3063.15,3063.15,3963.15,
2016,G,E,3371,16001,Seguridad Social. Personal laboral,26802.78,8819.2,8844.46,9139.12,
2016,G,E,3371,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,3480,,3480,,
2016,G,E,3371,22103,COMBUSTIBLES Y CARBURANTES.,0,,,,
2016,G,E,3371,22104,VESTUARIO.,0,,,,
2016,G,E,3371,22105,PRODUCTOS ALIMENTICIOS.,194.76,,,194.76,
2016,G,E,3371,22199,Otros suministros,1695.99,1098.01,563.42,34.56,
2016,G,E,3371,22300,TRANSPORTES,3509.33,,2228.77,1280.56,
2016,G,E,3371,22602,PUBLICIDAD Y PROPAGANDA.,1178.83,,744.12,434.71,
2016,G,E,3371,22699,Otros gastos diversos,8.95,,,8.95,
2016,G,E,3371,22799,Otros trabajos realizados por otras emrpresas y profesionale,51273.31,12096.74,23319.48,15857.09,
2016,G,E,3371,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",400,,400,,
2016,G,E,3371,63201,INDUSTRIALES,0,,,,
2016,G,E,3380,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,33410.43,11807.18,,21603.25,
2016,G,E,3380,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,47044.13,3365,250,43429.13,
2016,G,E,3380,22699,Otros gastos diversos,2601.21,2601.21,,,
2016,G,E,3380,22799,Otros trabajos realizados por otras emrpresas y profesionale,24290.03,3888.15,169.4,20232.48,
2016,G,E,3380,48900,OTRAS TRANSFERENCIAS,5000,4000,1000,,
2016,G,E,3420,12004,SUELDOS DEL GRUPO C2.,11020.62,3786.21,5080.01,2154.4,
2016,G,E,3420,12006,TRIENIOS.,1738.09,472.49,759.36,506.24,
2016,G,E,3420,12100,COMPLEMENTO DE DESTINO.,5157.03,1488.62,2392.44,1275.97,
2016,G,E,3420,12101,COMPLEMENTO ESPECÍFICO.,8602.28,2226.78,4347.54,2027.96,
2016,G,E,3420,13000,RETRIBUCIONES BÁSICAS.,399788.3,138900,150922.22,109966.08,
2016,G,E,3420,13001,HORAS EXTRAORDINARIAS,419.84,348.83,71.01,,
2016,G,E,3420,13002,OTRAS REMUNERACIONES.,45627.34,15208.35,17437.26,12981.73,
2016,G,E,3420,13010,PRODUCTIVIDAD PERSONAL LABORAL,25366.87,8311.4,8449.74,8605.73,
2016,G,E,3420,14300,OTRO PERSONAL ATIPICO,16188.75,1896.23,,14292.52,
2016,G,E,3420,15000,COMPLEMENTO DE PRODUCTIVIDAD,4593.92,1326.08,2131.2,1136.64,
2016,G,E,3420,16000,Seguridad Social. Personal Funcionario,7142.92,1034.75,3581.79,2526.38,
2016,G,E,3420,16001,Seguridad Social. Personal laboral,149793.79,53164.97,47988.33,48640.49,
2016,G,E,3420,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,3892.68,1604.68,286,2002,
2016,G,E,3420,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,0,,,,
2016,G,E,3420,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",85808.55,3155.35,8932.46,73720.74,
2016,G,E,3420,22103,COMBUSTIBLES Y CARBURANTES.,64202.77,25086.77,35713.62,3402.38,
2016,G,E,3420,22104,VESTUARIO.,1836.68,,1836.68,,
2016,G,E,3420,22105,PRODUCTOS ALIMENTICIOS.,0,,,,
2016,G,E,3420,22199,Otros suministros,32071.38,5796.14,12221.65,14053.59,
2016,G,E,3420,22300,TRANSPORTES,13332,5035.8,7564.7,731.5,
2016,G,E,3420,22400,PRIMAS DE SEGUROS,0,,,,
2016,G,E,3420,22602,PUBLICIDAD Y PROPAGANDA.,544.57,204.73,279.1,60.74,
2016,G,E,3420,22699,Otros gastos diversos,251.17,,251.17,,
2016,G,E,3420,22710,OTROS SERVICIOS REALIZADOS,96785.26,27920.95,53216.69,15647.62,
2016,G,E,3420,22799,Otros trabajos realizados por otras emrpresas y profesionale,108305.95,27491.45,39219.79,41594.71,
2016,G,E,3420,48000,TRANSFERENCIAS CTES. A PARTICULARES,0,,,,
2016,G,E,3420,48900,Otras transferencias,0,,,,
2016,G,E,3420,62500,MOBILIARIO,13993.44,1661.82,3377.5,8954.12,
2016,G,E,3420,63200,INV. REPOSICION EDIFICIOS Y CONSTRUCC.,21779.4,,,21779.4,
2016,G,E,3420,63201,INDUSTRIALES,48241.86,48241.86,,,
2016,G,E,4331,12003,SUELDOS DEL GRUPO C1.,8514.36,2823.83,3508.84,2181.69,
2016,G,E,4331,12006,TRIENIOS.,1913.76,637.92,637.92,637.92,
2016,G,E,4331,12100,COMPLEMENTO DE DESTINO.,4634.46,1544.82,1544.82,1544.82,
2016,G,E,4331,12101,COMPLEMENTO ESPECÍFICO.,7028.95,2339.58,2679.64,2009.73,
2016,G,E,4331,13000,RETRIBUCIONES BÁSICAS.,21416.11,7110.35,8174.72,6131.04,
2016,G,E,4331,14300,OTRO PERSONAL ATIPICO,1606.8,1606.8,,,
2016,G,E,4331,15000,COMPLEMENTO DE PRODUCTIVIDAD,4823.82,1607.94,1607.94,1607.94,
2016,G,E,4331,15100,GRATIFICACIONES,0,,,,
2016,G,E,4331,16000,Seguridad Social. Personal Funcionario,6833.03,2277.11,2277.96,2277.96,
2016,G,E,4331,16001,Seguridad Social. Personal laboral,6623.44,2202.94,2210.25,2210.25,
2016,G,E,4331,22199,Otros suministros,0,,,,
2016,G,E,4331,22602,PUBLICIDAD Y PROPAGANDA.,2061.84,,1316.48,745.36,
2016,G,E,4331,22699,Otros gastos diversos,1044.23,,1044.23,,
2016,G,E,4331,22799,Otros trabajos realizados por otras emrpresas y profesionale,18178.73,2769.15,4066.95,11342.63,
2016,G,E,4331,48900,OTRAS TRANSFERENCIAS,0,,,,
2016,G,E,4410,46700,Transferencias a Consorcio de transportes,373802.2,,249201.48,124600.72,
2016,G,E,4590,60900,OBRAS DE INVERSIONES,3553244.04,556197.48,2054287.39,942759.17,
2016,G,E,4590,63100,INVERSION EN TERRENOS Y BIENES NATURALES,0,,,,
2016,G,E,4910,13000,RETRIBUCIONES BÁSICAS.,74176.34,24571.75,28370.12,21234.47,
2016,G,E,4910,13010,PRODUCTIVIDAD PERSONAL LABORAL,3577.06,1192.36,1192.35,1192.35,
2016,G,E,4910,16001,Seguridad Social. Personal laboral,24087.53,7702.67,8287.45,8097.41,
2016,G,E,4910,22199,Otros suministros,0,,,,
2016,G,E,4910,22602,PUBLICIDAD Y PROPAGANDA.,12585.61,1933.01,9261.1,1391.5,
2016,G,E,4910,22699,Otros gastos diversos,0,,,,
2016,G,E,4910,22799,Otros trabajos realizados por otras emrpresas y profesionale,164767.55,52114.8,79897.27,32755.48,
2016,G,E,4910,48100,"PREMIOS, BECAS Y PENSIONES DE ESTUDIO",90,,90,,
2016,G,E,4910,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",701.8,,,701.8,
2016,G,E,9120,10000,RETRIBUCIONES BÁSICAS.,309131.14,102934.58,103666.26,102530.3,
2016,G,E,9120,11000,RETRIBUCIONES BÁSICAS.,78739.65,25721.73,30277.56,22740.36,
2016,G,E,9120,12003,SUELDOS DEL GRUPO C1.,8729.97,3016.48,3531.8,2181.69,
2016,G,E,9120,12004,SUELDOS DEL GRUPO C2.,7115.61,2360.27,2939.59,1815.75,
2016,G,E,9120,12006,TRIENIOS.,3292.02,1097.34,1097.34,1097.34,
2016,G,E,9120,12100,COMPLEMENTO DE DESTINO.,8223.12,2741.04,2741.04,2741.04,
2016,G,E,9120,12101,COMPLEMENTO ESPECÍFICO.,13761.82,4897.23,5065.48,3799.11,
2016,G,E,9120,13000,RETRIBUCIONES BÁSICAS.,16329.58,5384.38,6188.64,4756.56,
2016,G,E,9120,13001,HORAS EXTRAORDINARIAS,0,,,,
2016,G,E,9120,13010,PRODUCTIVIDAD PERSONAL LABORAL,6056.1,2018.7,2018.7,2018.7,
2016,G,E,9120,15000,COMPLEMENTO DE PRODUCTIVIDAD,9887.49,3295.83,3295.83,3295.83,
2016,G,E,9120,15100,GRATIFICACIONES,427.69,427.69,,,
2016,G,E,9120,16000,Seguridad Social. Personal Funcionario,36789.2,11503.75,13155.12,12130.33,
2016,G,E,9120,16001,Seguridad Social. Personal laboral,7508.41,2772.06,2358.39,2377.96,
2016,G,E,9120,16003,Seguridad Social. Altos Cargos,98368.35,32732.16,32866.54,32769.65,
2016,G,E,9120,22105,PRODUCTOS ALIMENTICIOS.,157.23,21.6,135.63,,
2016,G,E,9120,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,3039.34,547.4,1996.5,495.44,
2016,G,E,9120,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",14327.73,1215.93,13111.8,,
2016,G,E,9120,22699,Otros gastos diversos,3601.68,3011.43,362.78,227.47,
2016,G,E,9120,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,155.9,,155.9,,
2016,G,E,9120,23100,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,302.75,35.75,112.45,154.55,
2016,G,E,9120,23300,Otras indemnizaciones,5100,1600,2500,1000,
2016,G,E,9120,48902,ASIGNACIONES A GRUPOS POLITICOS,15000,15000,,,
2016,G,E,9200,12000,SUELDOS DEL GRUPO A1.,25145.57,7912.61,10512.06,6720.9,
2016,G,E,9200,12001,SUELDOS DEL GRUPO A2.,10913.15,3613.33,4394.11,2905.71,
2016,G,E,9200,12003,SUELDOS DEL GRUPO C1.,67495.98,19616.56,24559.59,23319.83,
2016,G,E,9200,12004,SUELDOS DEL GRUPO C2.,54352.11,18092.12,25952.88,10307.11,
2016,G,E,9200,12006,TRIENIOS.,25328.06,8541.04,8304.92,8482.1,
2016,G,E,9200,12100,COMPLEMENTO DE DESTINO.,80267.77,26774.75,25844.36,27648.66,
2016,G,E,9200,12101,COMPLEMENTO ESPECÍFICO.,143512.54,47473.2,53975.84,42063.5,
2016,G,E,9200,15000,COMPLEMENTO DE PRODUCTIVIDAD,97587.63,31835.51,30541.45,35210.67,
2016,G,E,9200,15100,GRATIFICACIONES,22932.19,11138.3,685.35,11108.54,
2016,G,E,9200,16000,Seguridad Social. Personal Funcionario,106245.56,40551.37,31603.11,34091.08,
2016,G,E,9200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",9312.37,7221.67,2090.7,,
2016,G,E,9200,22602,PUBLICIDAD Y PROPAGANDA.,568.7,568.7,,,
2016,G,E,9200,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,9224.66,6361.13,6974.41,-4110.88,
2016,G,E,9200,22604,"JURÍDICOS, CONTENCIOSOS.",97724.57,43877.92,35187.48,18659.17,
2016,G,E,9200,22799,Otros trabajos realizados por otras emrpresas y profesionale,0,,,,
2016,G,E,9201,12000,SUELDOS DEL GRUPO A1.,832.79,832.79,,,
2016,G,E,9201,12001,SUELDOS DEL GRUPO A2.,4994.26,,2088.55,2905.71,
2016,G,E,9201,12003,SUELDOS DEL GRUPO C1.,17348.71,6059.49,6925.84,4363.38,
2016,G,E,9201,12006,TRIENIOS.,2849.38,935.62,956.88,956.88,
2016,G,E,9201,12100,COMPLEMENTO DE DESTINO.,12610.54,2952.32,4453.01,5205.21,
2016,G,E,9201,12101,COMPLEMENTO ESPECÍFICO.,18927.65,5447.2,7090.33,6390.12,
2016,G,E,9201,14300,OTRO PERSONAL ATIPICO,11278.74,5974.11,4808.92,495.71,
2016,G,E,9201,15000,COMPLEMENTO DE PRODUCTIVIDAD,13961.2,5693.65,4915.8,3351.75,
2016,G,E,9201,15100,GRATIFICACIONES,175.88,,,175.88,
2016,G,E,9201,16000,Seguridad Social. Personal Funcionario,16163.23,3318.95,5843.81,7000.47,
2016,G,E,9201,16001,Seguridad Social. Personal laboral,0,,,,
2016,G,E,9201,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,14847.54,8168.41,4617.99,2061.14,
2016,G,E,9201,20600,Arrendamientos de equipos para procesos de información,0,,,,
2016,G,E,9201,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",7341.73,4836.34,450.66,2054.73,
2016,G,E,9201,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,94069.26,20185.25,47464.09,26419.92,
2016,G,E,9201,22000,ORDINARIO NO INVENTARIABLE.,6526.97,2890.53,2159.2,1477.24,
2016,G,E,9201,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,731,,,731,
2016,G,E,9201,22203,INFORMÁTICAS.,8862.99,7754.36,1108.63,,
2016,G,E,9201,22799,Otros trabajos realizados por otras emrpresas y profesionale,59013.34,15602.23,19349.52,24061.59,
2016,G,E,9201,62600,EQUIPOS PARA PROCESOS DE INFORMACION,6113.75,3010.78,3102.97,,
2016,G,E,9201,64100,GASTOS EN APLICACIONES INFORMÁTICAS.,160,,160,,
2016,G,E,9202,12003,SUELDOS DEL GRUPO C1.,2036.24,,,2036.24,
2016,G,E,9202,12005,SUELDOS DEL GRUPO E.,12777.15,4337.52,5115.87,3323.76,
2016,G,E,9202,12006,TRIENIOS.,851.96,190.54,204.15,457.27,
2016,G,E,9202,12100,COMPLEMENTO DE DESTINO.,6987.09,1848.42,1848.42,3290.25,
2016,G,E,9202,12101,COMPLEMENTO ESPECÍFICO.,14223.63,3912.04,4820.48,5491.11,
2016,G,E,9202,13000,RETRIBUCIONES BÁSICAS.,52091.31,16582.59,20295.63,15213.09,
2016,G,E,9202,13001,HORAS EXTRAORDINARIAS,533.55,390.22,143.33,,
2016,G,E,9202,13002,OTRAS REMUNERACIONES.,4188.29,1036.35,1892,1259.94,
2016,G,E,9202,13010,PRODUCTIVIDAD PERSONAL LABORAL,0,,,,
2016,G,E,9202,14300,OTRO PERSONAL ATIPICO,96382.56,18377.56,39161.41,38843.59,
2016,G,E,9202,15000,COMPLEMENTO DE PRODUCTIVIDAD,7057.49,1972.35,1972.35,3112.79,
2016,G,E,9202,15100,GRATIFICACIONES,2164.62,1208.04,,956.58,
2016,G,E,9202,16000,Seguridad Social. Personal Funcionario,19004.88,4260.23,6114.62,8630.03,
2016,G,E,9202,16001,Seguridad Social. Personal laboral,36935.44,10802.45,13872.99,12260,
2016,G,E,9202,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,147.62,147.62,,,
2016,G,E,9202,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,3180.87,1060.29,353.43,1767.15,
2016,G,E,9202,20900,CÁNONES.,0,,,,
2016,G,E,9202,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,64762.44,14661.66,38628.83,11471.95,
2016,G,E,9202,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",15591,1329.21,8569.08,5692.71,
2016,G,E,9202,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,1143.88,,1181.48,-37.6,
2016,G,E,9202,22000,ORDINARIO NO INVENTARIABLE.,17057.98,6219.36,7923.16,2915.46,
2016,G,E,9202,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",379.49,128.08,185.41,66,
2016,G,E,9202,22100,ENERGÍA ELÉCTRICA.,303392.5,44932.06,25848.03,232612.41,
2016,G,E,9202,22101,AGUA.,56715.54,26900.09,8365.15,21450.3,
2016,G,E,9202,22103,COMBUSTIBLES Y CARBURANTES.,33635.67,20473.8,11157.77,2004.1,
2016,G,E,9202,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,0,,,,
2016,G,E,9202,22110,PRODUCTOS DE LIMPIEZA Y ASEO.,0,,,,
2016,G,E,9202,22199,Otros suministros,7177.29,1397.28,1088.99,4691.02,
2016,G,E,9202,22200,SERVICIOS DE TELECOMUNICACIONES.,86194.56,,,86194.56,
2016,G,E,9202,22201,POSTALES.,12873.63,2413.31,3449.03,7011.29,
2016,G,E,9202,22202,TELEGRÁFICAS.,0,,,,
2016,G,E,9202,22300,TRANSPORTES,0,,,,
2016,G,E,9202,22400,PRIMAS DE SEGUROS,45378.26,4968.09,661.17,39749,
2016,G,E,9202,22500,TRIBUTOS ESTATALES.,8075.14,,974.05,7101.09,
2016,G,E,9202,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,0,,,,
2016,G,E,9202,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,20060.86,7353.44,5581.85,7125.57,
2016,G,E,9202,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",0,,,,
2016,G,E,9202,22610,Sanciones,2500,,1900,600,
2016,G,E,9202,22699,Otros gastos diversos,1831.14,569.91,1000,261.23,
2016,G,E,9202,22700,LIMPIEZA Y ASEO.,251936.52,72062.76,72062.76,107811,
2016,G,E,9202,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,0,,,,
2016,G,E,9202,22799,Otros trabajos realizados por otras emrpresas y profesionale,20897.42,13194.08,624.2,7079.14,
2016,G,E,9202,23130,Locomoción del personal,3499.28,966.03,1665.92,867.33,
2016,G,E,9202,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",3152.91,,3152.91,,
2016,G,E,9202,62500,MOBILIARIO,72071.14,6795.61,57629.06,7646.47,
2016,G,E,9250,12003,SUELDOS DEL GRUPO C1.,12901.65,2628.28,3199.29,7074.08,
2016,G,E,9250,12004,SUELDOS DEL GRUPO C2.,11602.35,3457.93,4761.88,3382.54,
2016,G,E,9250,12006,TRIENIOS.,2659.22,934.62,934.62,789.98,
2016,G,E,9250,12100,COMPLEMENTO DE DESTINO.,9975.94,3091.64,3384.05,3500.25,
2016,G,E,9250,12101,COMPLEMENTO ESPECÍFICO.,16559.58,5186.97,6385.49,4987.12,
2016,G,E,9250,13000,RETRIBUCIONES BÁSICAS.,25761.38,8572.21,9728.56,7460.61,
2016,G,E,9250,15000,COMPLEMENTO DE PRODUCTIVIDAD,9065.2,3054.6,3054.6,2956,
2016,G,E,9250,16000,Seguridad Social. Personal Funcionario,10668.78,3562.95,5587.05,1518.78,
2016,G,E,9250,16001,Seguridad Social. Personal laboral,6997.3,1769.34,2677.72,2550.24,
2016,G,E,9250,22699,Otros gastos diversos,0,,,,
2016,G,E,9250,22799,Otros trabajos realizados por otras emrpresas y profesionale,2820.51,896.61,1923.9,,
2016,G,E,9250,48900,OTRAS TRANSFERENCIAS,6000,,6000,,
2016,G,E,9250,64100,GASTOS EN APLICACIONES INFORMÁTICAS.,0,,,,
2016,G,E,9290,50000,FONDO DE CONTINGENCIA,0,,,,
2016,G,E,9310,12000,SUELDOS DEL GRUPO A1.,12876.91,4300.3,5216.16,3360.45,
2016,G,E,9310,12003,SUELDOS DEL GRUPO C1.,10687.65,2869.04,3600.68,4217.93,
2016,G,E,9310,12004,SUELDOS DEL GRUPO C2.,37229.29,10544.51,16226.53,10458.25,
2016,G,E,9310,12006,TRIENIOS.,7537.32,2620.92,2458.2,2458.2,
2016,G,E,9310,12100,COMPLEMENTO DE DESTINO.,25329.24,8866.28,8068.8,8394.16,
2016,G,E,9310,12101,COMPLEMENTO ESPECÍFICO.,52683.69,18220.8,19763.02,14699.87,
2016,G,E,9310,15000,COMPLEMENTO DE PRODUCTIVIDAD,37886.67,13214.17,12263.31,12409.19,
2016,G,E,9310,15100,GRATIFICACIONES,0,,,,
2016,G,E,9310,16000,Seguridad Social. Personal Funcionario,30314.52,15360.17,7580.21,7374.14,
2016,G,E,9310,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",0,,,,
2016,G,E,9310,22699,Otros gastos diversos,33.88,,,33.88,
2016,G,E,9310,22799,Otros trabajos realizados por otras emrpresas y profesionale,0,,,,
2016,G,E,9330,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,0,,,,
2016,G,E,9330,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",0,,,,
2016,G,E,9341,12000,SUELDOS DEL GRUPO A1.,12743.18,4352.63,5030.1,3360.45,
2016,G,E,9341,12003,SUELDOS DEL GRUPO C1.,45874.96,13726.82,17167.21,14980.93,
2016,G,E,9341,12004,SUELDOS DEL GRUPO C2.,22439.41,8857.03,9280.74,4301.64,
2016,G,E,9341,12006,TRIENIOS.,10322.98,3429.66,3384.46,3508.86,
2016,G,E,9341,12100,COMPLEMENTO DE DESTINO.,45588.03,14846.19,14646.82,16095.02,
2016,G,E,9341,12101,COMPLEMENTO ESPECÍFICO.,82755.61,27420.91,30481.58,24853.12,
2016,G,E,9341,15000,COMPLEMENTO DE PRODUCTIVIDAD,55761.84,19309.97,18080.07,18371.8,
2016,G,E,9341,15100,GRATIFICACIONES,0,,,,
2016,G,E,9341,16000,Seguridad Social. Personal Funcionario,59271.27,19051.56,19140.62,21079.09,
2016,G,E,9341,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",0,,,,
2016,G,E,9341,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,3600,3600,,,
2016,G,E,9341,22200,SERVICIOS DE TELECOMUNICACIONES.,1999.8,1999.8,,,
2016,G,E,9341,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,469.56,,,469.56,
2016,G,E,9341,22799,Otros trabajos realizados por otras emrpresas y profesionale,16809.92,573.58,13115.13,3121.21,
2016,G,E,9341,35900,Otros gastos financieros,1328.72,224.32,1104.4,,
