#Año,Tipo,Presupuesto,Programa,Económica,Descripción,Inicial 2016
2016,G,P,9120,12101,COMPLEMENTO ESPECÍFICO.,19080
2016,G,P,9120,13000,RETRIBUCIONES BÁSICAS.,22750
2016,G,P,9120,13001,HORAS EXTRAORDINARIAS,500
2016,G,P,9120,13010,PRODUCTIVIDAD PERSONAL LABORAL,8100
2016,G,P,9120,15000,COMPLEMENTO DE PRODUCTIVIDAD,14200
2016,G,P,9120,15100,GRATIFICACIONES,0
2016,G,P,9120,16000,Seguridad Social. Personal Funcionario,53000
2016,G,P,9120,16001,Seguridad Social. Personal laboral,9500
2016,G,P,9120,16003,Seguridad Social. Altos Cargos,132500
2016,G,P,9120,22105,PRODUCTOS ALIMENTICIOS.,100
2016,G,P,9120,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,10000
2016,G,P,9120,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",6000
2016,G,P,9120,22699,Otros gastos diversos,6000
2016,G,P,9120,23000,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,100
2016,G,P,9120,23100,DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO.,500
2016,G,P,9120,23300,Otras indemnizaciones,7500
2016,G,P,9120,48902,ASIGNACIONES A GRUPOS POLITICOS,15000
2016,G,P,9200,12000,SUELDOS DEL GRUPO A1.,35700
2016,G,P,9200,12001,SUELDOS DEL GRUPO A2.,15410
2016,G,P,9200,12003,SUELDOS DEL GRUPO C1.,83000
2016,G,P,9200,12004,SUELDOS DEL GRUPO C2.,76100
2016,G,P,9200,12006,TRIENIOS.,35500
2016,G,P,9200,12100,COMPLEMENTO DE DESTINO.,108700
2016,G,P,9200,12101,COMPLEMENTO ESPECÍFICO.,205500
2016,G,P,9200,15000,COMPLEMENTO DE PRODUCTIVIDAD,136000
2016,G,P,9200,15100,GRATIFICACIONES,41000
2016,G,P,9200,16000,Seguridad Social. Personal Funcionario,162000
2016,G,P,9200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",15000
2016,G,P,9200,22602,PUBLICIDAD Y PROPAGANDA.,1000
2016,G,P,9200,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,20000
2016,G,P,9200,22604,"JURÍDICOS, CONTENCIOSOS.",131000
2016,G,P,9200,22799,Otros trabajos realizados por otras emrpresas y profesionale,15000
2016,G,P,9201,12000,SUELDOS DEL GRUPO A1.,0
2016,G,P,9201,12001,SUELDOS DEL GRUPO A2.,15435
2016,G,P,9201,12003,SUELDOS DEL GRUPO C1.,23850
2016,G,P,9201,12006,TRIENIOS.,3850
2016,G,P,9201,12100,COMPLEMENTO DE DESTINO.,20850
2016,G,P,9201,12101,COMPLEMENTO ESPECÍFICO.,31350
2016,G,P,9201,14300,OTRO PERSONAL ATIPICO,18200
2016,G,P,9201,15000,COMPLEMENTO DE PRODUCTIVIDAD,34700
2016,G,P,9201,15100,GRATIFICACIONES,6500
2016,G,P,9201,16000,Seguridad Social. Personal Funcionario,31600
2016,G,P,9201,16001,Seguridad Social. Personal laboral,1000
2016,G,P,9201,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,50000
2016,G,P,9201,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",15000
2016,G,P,9201,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,150000
2016,G,P,9201,22000,ORDINARIO NO INVENTARIABLE.,10000
2016,G,P,9201,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,9000
2016,G,P,9201,22203,INFORMÁTICAS.,21000
2016,G,P,9201,22799,Otros trabajos realizados por otras emrpresas y profesionale,60000
2016,G,P,9201,62600,EQUIPOS PARA PROCESOS DE INFORMACION,22000
2016,G,P,9201,64100,GASTOS EN APLICACIONES INFORMÁTICAS.,6000
2016,G,P,9202,12003,SUELDOS DEL GRUPO C1.,18700
2016,G,P,9202,12005,SUELDOS DEL GRUPO E.,18100
2016,G,P,9202,12006,TRIENIOS.,850
2016,G,P,9202,12100,COMPLEMENTO DE DESTINO.,22800
2016,G,P,9202,12101,COMPLEMENTO ESPECÍFICO.,28600
2016,G,P,9202,13000,RETRIBUCIONES BÁSICAS.,86870
2016,G,P,9202,13001,HORAS EXTRAORDINARIAS,1000
2016,G,P,9202,13002,OTRAS REMUNERACIONES.,5000
2016,G,P,9202,13010,PRODUCTIVIDAD PERSONAL LABORAL,4000
2016,G,P,9202,14300,OTRO PERSONAL ATIPICO,102970
2016,G,P,9202,15000,COMPLEMENTO DE PRODUCTIVIDAD,19700
2016,G,P,9202,15100,GRATIFICACIONES,2500
2016,G,P,9202,16000,Seguridad Social. Personal Funcionario,38000
2016,G,P,9202,16001,Seguridad Social. Personal laboral,63500
2016,G,P,9202,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,1500
2016,G,P,9202,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,4900
2016,G,P,9202,20900,CÁNONES.,5000
2016,G,P,9202,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,110000
2016,G,P,9202,21300,"REPARAC. MANTEN, MAQUIN.,INSTA Y UTILLA.",93000
2016,G,P,9202,21400,REPARAC. MANTEN. MATERIAL TRANSPORTE,3500
2016,G,P,9202,22000,ORDINARIO NO INVENTARIABLE.,29700
2016,G,P,9202,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",1000
2016,G,P,9202,22100,ENERGÍA ELÉCTRICA.,560500
2016,G,P,9202,22101,AGUA.,100000
2016,G,P,9202,22103,COMBUSTIBLES Y CARBURANTES.,26000
2016,G,P,9202,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,100
2016,G,P,9202,22110,PRODUCTOS DE LIMPIEZA Y ASEO.,100
2016,G,P,9202,22199,Otros suministros,20000
2016,G,P,9202,22200,SERVICIOS DE TELECOMUNICACIONES.,120000
2016,G,P,9202,22201,POSTALES.,60000
2016,G,P,9202,22202,TELEGRÁFICAS.,100
2016,G,P,9202,22300,TRANSPORTES,1000
2016,G,P,9202,22400,PRIMAS DE SEGUROS,170000
2016,G,P,9202,22500,TRIBUTOS ESTATALES.,8000
2016,G,P,9202,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,100
2016,G,P,9202,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,20000
2016,G,P,9202,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",300
2016,G,P,9202,22610,Sanciones,100
2016,G,P,9202,22699,Otros gastos diversos,2000
2016,G,P,9202,22700,LIMPIEZA Y ASEO.,480000
2016,G,P,9202,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,44000
2016,G,P,9202,22799,Otros trabajos realizados por otras emrpresas y profesionale,80000
2016,G,P,9202,23130,Locomoción del personal,5000
2016,G,P,9202,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",59900
2016,G,P,9202,62500,MOBILIARIO,40000
2016,G,P,9250,12003,SUELDOS DEL GRUPO C1.,12170
2016,G,P,9250,12004,SUELDOS DEL GRUPO C2.,19630
2016,G,P,9250,12006,TRIENIOS.,4500
2016,G,P,9250,12100,COMPLEMENTO DE DESTINO.,15750
2016,G,P,9250,12101,COMPLEMENTO ESPECÍFICO.,26950
2016,G,P,9250,13000,RETRIBUCIONES BÁSICAS.,36250
2016,G,P,9250,15000,COMPLEMENTO DE PRODUCTIVIDAD,16900
2016,G,P,9250,16000,Seguridad Social. Personal Funcionario,26200
2016,G,P,9250,16001,Seguridad Social. Personal laboral,10730
2016,G,P,9250,22699,Otros gastos diversos,900
2016,G,P,9250,22799,Otros trabajos realizados por otras emrpresas y profesionale,124500
2016,G,P,9250,48900,OTRAS TRANSFERENCIAS,0
2016,G,P,9250,64100,GASTOS EN APLICACIONES INFORMÁTICAS.,0
2016,G,P,9290,50000,FONDO DE CONTINGENCIA,100000
2016,G,P,9310,12000,SUELDOS DEL GRUPO A1.,18150
2016,G,P,9310,12003,SUELDOS DEL GRUPO C1.,12300
2016,G,P,9310,12004,SUELDOS DEL GRUPO C2.,39770
2016,G,P,9310,12006,TRIENIOS.,10900
2016,G,P,9310,12100,COMPLEMENTO DE DESTINO.,37100
2016,G,P,9310,12101,COMPLEMENTO ESPECÍFICO.,79500
2016,G,P,9310,15000,COMPLEMENTO DE PRODUCTIVIDAD,54800
2016,G,P,9310,15100,GRATIFICACIONES,2000
2016,G,P,9310,16000,Seguridad Social. Personal Funcionario,54000
2016,G,P,9310,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",500
2016,G,P,9310,22699,Otros gastos diversos,300
2016,G,P,9310,22799,Otros trabajos realizados por otras emrpresas y profesionale,2000
2016,G,P,9330,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,75000
2016,G,P,9330,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",0
2016,G,P,9341,12000,SUELDOS DEL GRUPO A1.,18200
2016,G,P,9341,12003,SUELDOS DEL GRUPO C1.,57500
2016,G,P,9341,12004,SUELDOS DEL GRUPO C2.,41000
2016,G,P,9341,12006,TRIENIOS.,15100
2016,G,P,9341,12100,COMPLEMENTO DE DESTINO.,61700
2016,G,P,9341,12101,COMPLEMENTO ESPECÍFICO.,116400
2016,G,P,9341,15000,COMPLEMENTO DE PRODUCTIVIDAD,77700
2016,G,P,9341,15100,GRATIFICACIONES,2500
2016,G,P,9341,16000,Seguridad Social. Personal Funcionario,83500
2016,G,P,9341,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",200
2016,G,P,9341,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE.,0
2016,G,P,9341,22200,SERVICIOS DE TELECOMUNICACIONES.,5000
2016,G,P,9341,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,2000
2016,G,P,9341,22799,Otros trabajos realizados por otras emrpresas y profesionale,180000
2016,G,P,9341,35900,Otros gastos financieros,25000
