#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Cultura,,,2T,2018-05-29,,MARQUITE PRODUCCIONES SL,,"CONCEPTO ESPECTACULO """"SE ALQUILA"""" 11 DE MAYO",2420,
Cultura,,,2T,2018-05-29,,RUIZ TARAZONA ANDRÉS,,CONCEPTO CONFERENCIA CICLO LIRICA SIGLO XIX  EL 8 DE MAYO,350,
Cultura,,,2T,2018-05-29,,MOLINS MARQUES RAMON,,"CONCEPTO ESPECTACULO """"LA GALLINA DE LOS HUEVOS DE ORO"""" 7 DE ABRIL",1331,
Cultura,,,2T,2018-06-11,,ASOCIACION MUSICARTS,,"ACTUACION IGNACIO PREGO & TIENTO NUOVO EL 25 DE MAYO """"LA CONJURACION DE VENECIA""""",10890,
Cultura,,,2T,2018-06-11,,AMO HORGA LUZ MARÍA DEL,,CICLO ABIERTO CONFERENCIAS GRANDES EXPOSICIONES SOROLLA Y LA MODA EN EL MUSEO THYSSEN,176.48,
Cultura,,,2T,2018-06-19,,TALLER DE MUSICS MANAGEMENT S.L,,"ACTUACIÓN DE ANDREA MOTIS JOAN CHAMORRO TRIO, EL 2 DE JUNIO DE 2018",4840,
Cultura,,,2T,2018-06-19,,VERDE LOPEZ LUIS,,CONCIERTO DE LA RESISTENCIA JAZZ ENSEMBLE EN EL FESTIVAL DE JAZZ MADE IN SPAIN JUNIO 2018,4356,
Cultura,,,2T,2018-06-19,,MARTIL DE LA PLAZA IGNACIO,,ACTIVIDAD FORMATIVA CICLO DIVULGACION CIENTIFICA. EL TRANSISTOR: EL ORIGEN DEL TELEFONO MOVIL Y DE INTER,235.29,
Cultura,,,2T,2018-06-19,,KAMALA MANAGEMENT SL,,CONCIERTO ANTONIO SERRANO QUARET EL 1 DE JUNIO,4500,
Cultura,,,2T,2018-06-19,,QUALITY SERVICE SL,,CONCEPTO SERVICIO TAQUILLA MES DE MAYO,2416.07,
Cultura,,,2T,2018-06-19,,CASANOVAS JANER GUILLERMO,,SONORIZACION DEL CONCIERTO DE LA ESCUELA MUNICIPAL DE MUSICA,605,
Cultura,,,2T,2018-06-19,,ENTRECAJAS PRODUCCIONES TEATRALES SL,,REPRESENTACION OBRA TEATRO INMENSAMENTE AZULES,10285,
Cultura,,,2T,2018-06-22,,SMART IBERICA DE IMPULSO EMPRESARIAL S.COOP AND,,PARTICIPACION DE GLORIA ARRUFAT EN EL ESPECTACULO LINA TUR BONET & MUSICA ALCHEMICA Y TITERES,1210,
Cultura,,,2T,2018-06-22,,AURORA AND THE BETRAYERS S.L.,,FESTIVAL JAZZ MADE IN SPAIN,2783,
Cultura,,,2T,2018-06-28,,ESPASA CANADELL DANIEL,,CONCIERTO CON MUSICA ALCHEMICA EN EL FESTIVAL DE MUSICA ANTIGUA DE TORRELODONES,1210,
Cultura,,,3T,2018-07-11,,"PUBLICIDAD COMERCIAL 2004, S.L.",,CONCEPTO DISTRIBUCION PROGRAMAS CULTURA JUNIO,859.1,
Cultura,,,3T,2018-07-11,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,SUMINISTRO MATERIAL CULTURA,50.83,
Cultura,,,3T,2018-07-11,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,MATERIAL CULTURA,594.91,
Cultura,,,3T,2018-07-30,,PEREIRA TOMAS VICTOR,,PROMOCION FESTIVAL MADE IN SPAIN,363,
Cultura,,,3T,2018-07-30,,"MAGENTA IDEAS GRAFICAS, SL",,FOAM EXPOSICION JAZZ,132.37,
Cultura,,,3T,2018-08-13,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,MATERIAL PARA CULTURA,22.93,
Cultura,,,3T,2018-08-13,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,MATERIAL CULTURA,465.72,
Cultura,,,3T,2018-07-05,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA DE EDIFICIOS MES DE JUNIO,3558.86,
Cultura,,,3T,2018-08-22,,BALYMA SERVICIOS INTEGRALES SL,,REGISTRO DE FACTURA POR LA SEDE 71 TRABAJOS DE LIMPIEZA JULIO,3558.86,
Cultura,,,3T,2018-09-20,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA EDIFICIOS MUNICIPALES MES DE AGOSTO,3558.86,
Cultura,,,3T,2018-07-31,,MARTIN IGLESIAS MARIA PILAR,,"TRANSPORTE CON TARIMAS """"ROSCO"""" DE CASA CULTURA A TORREFORUM PARA FESTIVAL DE MAGIA",266.2,
Cultura,,,3T,2018-07-31,,FCM 24 HORAS SL,,TRANSPORTE EXPOSICION FESTIVAL DE JAZZ,114.95,
Cultura,,,3T,2018-07-09,,QUALITY SERVICE SL,,"SERVICIO TAQUILLA, AUXSILIARES MONTAJE Y SALA MES DE JUNIO",4335.65,
Cultura,,,3T,2018-07-11,,VARIEDADES BABÉLICAS SL,,ORGANIZACION JAM SESSION DE GRUPOS LOCALES Y SOPORTE TECNICO,689.7,
Cultura,,,3T,2018-07-11,,BRUNETE ESCENICA SL,,"CONCEPTO TECNICO ILUMINACION DIAS 5,6 Y7 JUNIO TEATRO BULEVAR",816.75,
Cultura,,,3T,2018-07-11,,BRUNETE ESCENICA SL,,CONCEPTO TECNICO ILUMINACION DIA 27 JUNIO TEATRO BULERVA,272.25,
Cultura,,,3T,2018-07-11,,BRUNETE ESCENICA SL,,CONCEPTO TECNICO ILUMINACION DIA 26 JUNIO TEATRO BULEVAR,272.25,
Cultura,,,3T,2018-07-30,,REGUILON CASTRO JOSE LUIS LA COCINA DE ANTONIA,,CATERING DIA 5 DE MAYO,687.5,
Cultura,,,3T,2018-07-30,,BRUNETE ESCENICA SL,,TECNICO SONIDO BACKLINE LOS DIAS 31 DE MAYO Y 1 Y 2 DE JUNIO DE 2018,816.75,
Cultura,,,3T,2018-07-30,,PIANO ARTE SL,,AFINACION PIANO DE COLA EXPOSICION 15.06.18,102.85,
Cultura,,,3T,2018-07-30,,PIANOS DE CONCIERTO SL,,TRANSPORTE DEL PIANO YAMAHA C-6 EN LA CADA DE CULTURA EL 15 Y EL 22 DE JUNIO,605,
Cultura,,,3T,2018-07-30,,PAREDES ROMERO TOMAS,,PARTICIPACION SELECCION OBRAS JURADO DEL XIX CERTAMEN DE PINTURA EN DIRECTO RAFAEL BOTI REALIZADOS EL 1,353,
Cultura,,,3T,2018-07-30,,SAEZ ANGULO JULIA,,PARTICIPACION EN EL JURADO DEL XIX CERTAMEN DE PINTURA EN DIRECTO RAFAEL BOTI EL 1 DE JULIO,353,
Cultura,,,3T,2018-07-30,,PARRALO DORADO MANUEL,,PARTICIPACION JURADO SELECCION XIX CERTAMEN DE PINTURA EN DIRECTO RAFAEL BOTI,353,
Cultura,,,3T,2018-07-30,,LOPEZ SOLDADO FRANCISCO,,PARTICIPACION JURADO DEL XVIII CERTAMEN DE PINTURA RAFAEL BOTI,353,
Cultura,,,3T,2018-07-30,,LOPEZ BARAJAS ALFONSO,,PARTICIPACION EN LA SELECCION DE OBRAS PARTICIPANTES EN EL XIX DERTAMEN DE PINTURA RAFAEL BOTI,353,
Cultura,,,3T,2018-07-30,,"MORAL MORAL, JUAN",,PARTICIPACION SELECCION XIX CERTAMEN DE PINTURA EN DIRECTO RAFAEL BOTI EL 1 DE JULIO,353,
Cultura,,,3T,2018-07-31,,TORRES LARUMBE JUAN ALBERTO,,"DIRECCION ARTISTICA, ORGANIZACION Y COORDINACION DE LA CUARTA EDICION DE GESTO FESTIVAL DE DANZA",10819.52,
Cultura,,,3T,2018-07-31,,TUR  BONET CATALINA ISABEL,,ACTUACION LINA TUR BONET EN CONCIERTO FEMAT DE MUSICA ALCHEMICA EL 27 DE ABRIL,1210,
Cultura,,,3T,2018-07-31,,PAJARO DE LA FUENTE MANUEL ALEJANDRO,,CONCEPTO MATERIAL SONORIZACION  GRABACION AUDIO FESTIVA,1403.6,
Cultura,,,3T,2018-07-31,,THEATR MWLDAN,,CONCIERTO 22 STRINGS DOMINGO 22 DE ABRIL,2500,
Cultura,,,3T,2018-07-31,,ILUNA PRODUCCIONES SOCIEDAD MICRO COOPERATIVA,,"REPRESENTACION """"CAMIONETA Y MANTA""""",5868.5,
Cultura,,,3T,2018-07-31,,TYL TYL COMPAÑÍA DE TEATRO SL,,ESPECTACULO LA FLOR DE LA MARAVILLA EL 12 DE MAYO,1400,
Cultura,,,3T,2018-09-20,,LINCE COMUNICACION SL,,"SERVICIO TÉCNICO, ALQUILER DE EQUIPO Y DERECHOS DE EXHIBICIÓN PARA 12 SESIONES DE CINE DE VERANO",12342,
Cultura,,,3T,2018-09-24,,ASOCIACIÓN CULTURAL VIENTO Y MAREA,,"REPRESENTACION TEATRAL OBRA DE TEATRO """"UN MAL DIA""""",800,
Cultura,,,3T,2018-09-24,,BUENO DE LA PEÑA ANA,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,CUENCA PRADO LUIS ALBERTO DE,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,CANO BONILLA MARIA,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,CASTRO VALERO ANA ISABEL,,PARTICIPACION RECITAL POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,SEGOVIA SORIANO ANGELA,,PARTICIPACION RECITAL POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,PEREZ-REYES GUITERREZ EDGAR,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,PALETTA CAMPANA VIVIANA,,PARTICIPACION EN EL RECITAL DEPOESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,MARTINEZ MONTESDEOCA YAIZA,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,ARSUAGA ORTEGA MAITE,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,GOMEZ TORE JOSE LUIS,,PARTICIPACION RECITAL DE POESIA FESTIVAL TORREPOETICO,294.2,
Cultura,,,3T,2018-09-24,,ABRUMARTE PRODUCCIONES SL,,CONCIERTO LUIS PASTOR,847,
Cultura,,,3T,2018-09-24,,PEP BRUNO SL,,ESPECTACULO NARRACION ORAL DE CUENTOS,300,
Cultura,,,3T,2018-09-24,,RUIZ DE VIÑASPRE NURIA,,DIRECCION ARTISTICA FESTIVAL DE POESIA TORREPOETICO,1180,
Biblioteca,,,1T,2018-02-02,,DISTRIBUIDORA DIGITAL DE LIBROS SA,,FACTURA VLF008620  CUOTA EBIBLIO DEL 16/10/17 A 15/01/18,2420,
Biblioteca,,,1T,2018-02-21,,CULTURAL ACTEX SL,,FACTURA SEDE 009 APERTURA DE LA SALA DE ESTUDIOS DE LA BIBLIOTECA,2675.35,
Biblioteca,,,1T,2018-03-06,,GROCIN REVILLA JUAN,,"FACTURA 347 CONCEPTO SESION ANIMACION LECTURA """"CUENTOS CANALLAS""""",200,
Biblioteca,,,1T,2018-03-06,,DISTRIBUIDORA DIGITAL DE LIBROS SA,,FACTURA VLF008853 IMPORTE 99 SERVICIO DE CUENTA APPLE PARA BIBLIOTECA,99,
Biblioteca,,,1T,2018-03-06,,CLAVE DE LUNA SL,,"FACTURA 05/18  CONCEPTO REPRESTACION DEL CUENTO UN GLOBO, DOS GLOBOS Y TRES GLOBOS",200,
Biblioteca,,,1T,2018-03-14,,MARTINEZ DIAZ MERCEDES,,FACTURA 1/2018 TALLER ANIMACION EN BIBLIOTECAS,200,
Biblioteca,,,1T,2018-03-21,,DEL RIO PRIETO GUSTAVO,,"FACTURA 1/2018  SESION DE LA ACTIVIDAD CUENTACUENTOS """"COMENOCHES""""",200,
Biblioteca,,,1T,2018-03-22,,GROCIN REVILLA JUAN,,"FACTURA 344 SESION ANIMACION A LA LECTURA """"CUENTOS CANALLAS""""",200,
Biblioteca,,,1T,2018-03-14,,DISTRIBUIDORA DIGITAL DE LIBROS SA,,FACTURA VLF008906 COMPRA LIBROS,619.64,
Biblioteca,,,1T,2018-02-01,,"BARATZ SERVICIOS DE TELECOMUNICACION, S.A.",,FACTURA 11/18  MANTENIMIENTO Y ASISTENCIA TECNICA SISTEMA GESTION BIBLIOTECARIA ABSYSNET DEL 1/10/17 AL 31/12/17,1114.71,
Biblioteca,,,1T,2018-02-26,,INFO TECHNOLOGY SUPPLY LTD,,FACTURA SEDE 1801023  MANTENIMIENTO SOFTWARE MYPC PERIODO 01/10/2017 A 31/12/2017,783.29,
Biblioteca,,,1T,2018-01-22,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA SEDE 2  LIMPIEZA EDIFICIOS MES DICIEMBRE,946.12,
Biblioteca,,,1T,2018-02-07,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 8  LIMPIEZA EDIFICIOS MES ENERO,946.12,
Biblioteca,,,1T,2018-03-08,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA SEDE 14  LIMPIEZA EDIF MUNICIPALES MES FEBRERO,946.12,
Biblioteca,,,2T,2018-04-05,,HERNANDEZ GONZALEZ ISRAEL,,SESION CUENTACUENTOS INFANTIL EL 16 DE MARZO,200,
Biblioteca,,,2T,2018-04-24,,"SANCHEZ APELLANIZ, ARANZAZU",,CLUB LECTURA BIBLIOTECAS,960,
Biblioteca,,,2T,2018-05-09,,HIDALGO GARCIA MARIA DEL CARMEN,,CONCEPTO CUENTACUENTOS EL FLAUTISTA DE HAMELIN 25/4/2018,200,
Biblioteca,,,2T,2018-05-09,,CAÑADA PEREZ ARANZAZU,,CONCEPTO SESION CUENTACUENTO PARA BEBE 23 ABRIL,139.15,
Biblioteca,,,2T,2018-05-18,,JAULAR MARTIN MARIA DEL ROSARIO,,SESION CUENTACUENTOS EL 11 DE MAYO,220,
Biblioteca,,,2T,2018-06-11,,GARCIA GARCIA ELIA,,SESION DE ANIMACION A LA LECTURA. CUIENTACUENTOS IFANTIL BESOS DE SAPO,199.99,
Biblioteca,,,2T,2018-06-28,,"SANCHEZ APELLANIZ, ARANZAZU",,CONCEPTO CLUB DE LECTURA,960,
Biblioteca,,,2T,2018-04-24,,MUÑOZ TOVAR ESTEBAN,,FONDOS BIBLIOGRAFICOS,397.02,
Biblioteca,,,2T,2018-04-24,,"LIBRERIA GAZTAMBIDE, S.L.",,COMPRA LIBROS,2616.56,
Biblioteca,,,2T,2018-04-24,,F.S.M. DISTRIBUCION A BIBLIOTECAS,,COMPRA DVD,747.56,
Biblioteca,,,2T,2018-05-09,,F.S.M. DISTRIBUCION A BIBLIOTECAS,,SUMINISTRO DVD PARA BIBLIOTECA,531.86,
Biblioteca,,,2T,2018-05-29,,INFOBIBLIOTECAS,,SUMINISTRO LIBROS,838.88,
Biblioteca,,,2T,2018-05-29,,INFOBIBLIOTECAS,,COMPRA LIBROS,796.9,
Biblioteca,,,2T,2018-05-29,,MUÑOZ TOVAR ESTEBAN,,CONCEPTO FONDO BIBLIOGRAFICO,602.98,
Biblioteca,,,2T,2018-04-09,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA EDIFICIOS MES DE MARZO,946.12,
Biblioteca,,,2T,2018-05-09,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA EDIFICIOS MES DE ABRIL,946.12,
Biblioteca,,,2T,2018-06-11,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA EDIFICIOS MES DE MAYO,946.12,
Biblioteca,,,2T,2018-05-09,,INFO TECHNOLOGY SUPPLY LTD,,MANTENIMIENTO SOFTWARE MYPC PERÍODO 01/01/2018 A 31/03/2018,783.3,
Biblioteca,,,2T,2018-05-09,,"BARATZ SERVICIOS DE TELECOMUNICACION, S.A.",,CONCEPTO MANTENIMIENTO Y ASISTENCIA TECNICA ABSYSNET,1114.71,
Biblioteca,,,2T,2018-05-09,,DISTRIBUIDORA DIGITAL DE LIBROS SA,,DISTRIBUIDORA DIGITAL DE LIBROS SA,4840,
Biblioteca,,,3T,2018-07-09,,CULTURAL ACTEX SL,,APERTURA DE SALA DE ESTUDIOS DE LA BIBLIOTECA,2192.73,
Biblioteca,,,3T,2018-07-30,,MANZANERA DE LA FUENTE EUGENIA,,NARRACION ORAL PARA PUBLICO FAMILIAR DIA 15 DE JUNIO,220,
Biblioteca,,,3T,2018-07-30,,VENTURINI ALEJANDRA VERONICA,,CUENTACUENTOS INFANTIL RELATOS MAGICOS ORIENTALES,200,
Biblioteca,,,3T,2018-09-24,,DISTRIBUIDORA DIGITAL DE LIBROS SA,,TRABAJOS MIGRACION PLATAFORMA DE PRESTAMO DE LIBROS,1210,
Biblioteca,,,3T,2018-07-05,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA DE EDIFICIOS MES DE JUNIO,946.12,
Biblioteca,,,3T,2018-08-22,,BALYMA SERVICIOS INTEGRALES SL,,TRABAJOS DE LIMPIEZA JULIO,946.12,
Biblioteca,,,3T,2018-09-20,,BALYMA SERVICIOS INTEGRALES SL,,LIMPIEZA EDIFICIOS MUNICIPALES MES DE AGOSTO,946.12,
Biblioteca,,,3T,2018-08-13,,INFO TECHNOLOGY SUPPLY LTD,,MANTENIMIENTO SOFTWARE MYPC PERÍODO 01/04/2018 A 30/06/2018,783.29,
Biblioteca,,,3T,2018-08-24,,"BARATZ SERVICIOS DE TELECOMUNICACION, S.A.",,MANTENIMIENTO SISTEMA DE GESTION BIBLIOTECA,1114.71,
Escuela Municipal de Música y Danza,,,1T,2018-01-01,,MARTIN GARCÍA RAFAEL,,FACTURA 2625/17 TRASLADO INSTRUMENTOS DE CASA ROSA A TEATRO BULEVAR Y RETIRADA UNA VEZ FINALIZADO EL ACTO,300,
Escuela Municipal de Música y Danza,,,1T,2018-03-21,,ADECCO TT SA EMPRESA DE TRABAJO TEMPORAL,,FACTURA 128149000172018  TRABAJADOR JUAN FERNANDEZ SAVATER MUÑOZ  MES DE ENERO,1447.99,
Escuela Municipal de Música y Danza,,,1T,2018-03-14,,EVA MARIA ULLED MERINO,,FACTURA B/2701  FOTOCOPIAS ESCUELA DANZA Y MUSICA,188.47,
Escuela Municipal de Música y Danza,,,1T,2018-03-14,,MARTIN IGLESIAS MARIA PILAR,,FACTURA 2538/18 TRASLADO INSTRUMENTOS MUSICALES DESDE CASA ROSA DE DIFERENTESA AULAS DE CULTURA AL TEATRO BULEVAR,379.94,
Escuela Municipal de Música y Danza,,,2T,2018-04-04,,ADECCO TT SA EMPRESA DE TRABAJO TEMPORAL,,TRABAJADOR LUIS LOPEZ GONZALEZ BLANCH PERIODO 18/01/18 A 31/01/18. CONTAB POR ERROR EN EDUCACION,316.23,
Escuela Municipal de Música y Danza,,,2T,2018-04-10,,MUÑOZ GOMEZ SERGIO,,CLASES DE REFUERZO PARA LA BANDA MUNICIPAL DE MUSICA DE TORRELODONES PARA SEMANA SANTA,988,
Escuela Municipal de Música y Danza,,,2T,2018-04-19,,OLIVER JIMENEZ DOMINGO,,CLASES REFUERZO DE SAXOFON PARA LA BANDA SINFONICA MUNICIPAL,1120,
Escuela Municipal de Música y Danza,,,2T,2018-04-19,,ADECCO TT SA EMPRESA DE TRABAJO TEMPORAL,,TRABAJADOR LUIS LOPEZ GONZALEZ BLANCH PERIODO 01/02/18 A 02/02/18,158.11,
Escuela Municipal de Música y Danza,,,2T,2018-04-24,,VILLAR VAZQUEZ PATRICIA,,PROFESOR REFUERZOS SEMANA SANTA BANDA DE MUSICA,821.91,
Escuela Municipal de Música y Danza,,,2T,2018-06-11,,ADECCO TT SA EMPRESA DE TRABAJO TEMPORAL,,CONCEPTO PROFESORA  EN CONCEJALIA CULTURA: ANDREA ELISABET GAVIO,624.13,
Escuela Municipal de Música y Danza,,,2T,2018-05-29,,"CASTRILLO RUBIRA, BELEN - HILOS Y LETRAS",,VESTUARIO POLOS BANDA MUNICIPAL DE MUSICA,1094.32,
Escuela Municipal de Música y Danza,,,2T,2018-06-19,,"AUTOCARES CASANZ, S.L.",,TRASLADO TORRELODONES A PARACUELLOS DEL JARAMA EL DIA 27 DE MAYO BANDA MUNICIPAL DE MUSICA,280.01,
Escuela Municipal de Música y Danza,,,3T,2018-07-30,,VILLAR VAZQUEZ PATRICIA,,ORGANIZADOR VI ENCUENTRO DE FLAUTA TRAVESERA 5 DE MAYO,921.91,
Escuela Municipal de Música y Danza,,,3T,2018-07-30,,OLIVER JIMENEZ DOMINGO,,CLASES DE REFUERZO DE SAXOFON PARA LA BANDA SINFONICA DE TORRELODONES,1027,
Escuela Municipal de Música y Danza,,,3T,2018-07-30,,MUÑOZ GOMEZ SERGIO,,REFUERZO PARA LA BANDA MUNICIPAL DE MUSICA DE TORRELODONES,988,
Escuela Municipal de Música y Danza,,,3T,2018-08-22,,SIMA DEPORTE Y OCIO SL,,ENTRADAS DE LA BANDA DE MUSICA A LA PISCINA DESCUBIERTA DE TORREFORUM,250,
Escuela Municipal de Música y Danza,,,3T,2018-08-01,,MARTIN IGLESIAS MARIA PILAR,,TRANSPORTE CON INSTRUMENTOS DE PERCUSION Y ATRILES DESDE CASA ROSA A TEATRO BULEVAR,266.2,
Escuela Municipal de Música y Danza,,,3T,2018-08-01,,MARTIN IGLESIAS MARIA PILAR,,"TRANSPORTE CON INSTRUMENTOS MUSICALES, SILLAS Y ATRILES, PARA CONCIERTO EN IGLESIA DEL CARMEN",266.2,
Deporte,,,1T,2018-02-16,,GESTIÓN DE RESIDUOS PAZ SL,,FACTURA 18/33 ALQUILER CONTENEDOR GRANDE,143,
Deporte,,,1T,2018-02-21,,FITNESS PROJET SL,,FACTURA SEDE 695 ALQUILER MATERIAL DEPORTIVO MES DE ENERO,966.61,
Deporte,,,1T,2018-03-13,,"SERKONTEN, S.A.",,FACTURA 78F122428 SERVICIO MOPA MESDI MES FEBRERO,64.86,
Deporte,,,1T,2018-03-13,,GESTIÓN DE RESIDUOS PAZ SL,,FACTURA 18/103 ALQUILER CONTENEDOR,286,
Deporte,,,1T,2018-03-21,,FITNESS PROJET SL,,FACTURA SEDE 768 ALQUILER MATERIAL PARA BONO DEPORTE MES FEBRERO,966.61,
Deporte,,,1T,2018-01-22,,"ELECNOR, S.A",,FACTURA SEDE 1628003800 MANTENIMIENTO EDIFICIOS MES DICIEMBRE,1745.17,
Deporte,,,1T,2018-02-16,,"ELECNOR, S.A",,FACTURA 1628012800 MANTENIMIENTO EDIFICIOS MES ENERO,1745.17,
Deporte,,,1T,2018-02-23,,"NILFISK-ADVANCE, S.A.",,FACTURA 3030180709 REPARACIÓN MAQUINARIA,293.79,
Deporte,,,1T,2018-02-23,,"NILFISK-ADVANCE, S.A.",,FACTURA 3030180710 REPARACIÓN MAQUINARIA DEPORTES,403.78,
Deporte,,,1T,2018-03-21,,"ELECNOR, S.A",,FACTURA 1628027600 MANTENIMIENTO EDIFICIOS MES DE FEBRERO,1745.17,
Deporte,,,1T,2018-02-01,,T-INNOVA INGENIERÍA APLICADA SA,,FACTURA SEDE 20172905 MANTENIMIENTO DEPORWIN 4º TRIMESTRE 2017 1/10/17 A 31/12/17,525.92,
Deporte,,,1T,2018-03-26,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,FACTURA SEDE 09171228030006046 CONTRATO 348505991 PERIODO 11/10/17 A 29/11/17 CUPS ES0021000005695599HZ EDIF MUNICIPALE,72.55,
Deporte,,,1T,2018-03-26,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,FACTURA SEDE 09171228030007259 CONTRATO 361817850 PERIODO 06/10/17 A 29/11/17 CUPS ES0021000011152131ZA EDIF MUNICIPALE,393.54,
Deporte,,,1T,2018-03-26,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,FACTURA SEDE 09171228030007260 CONTRATO 361817850 PERIODO 29/11/17 A 18/12/17 CUPS ES0021000011152131ZA EDIF MUNICIPALE,314.71,
Deporte,,,1T,2018-02-01,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE17010001507756 CONTRATO 10743701 PERIODO 13/11/17 A 07/12/17 INSTITUTO,62.02,
Deporte,,,1T,2018-02-01,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001510672 CONTRATO 30005631 PERIODO 07/11/17 A 10/01/17 CL JOAQUÍN RUIZ JIMÉNEZ,725.69,
Deporte,,,1T,2018-02-07,,"RÉQUES E HIJOS, S.L.",,FACTURA SEDE 000146 SUMINISTRO: POLIDEPORTIVO - PISCINA,5720,
Deporte,,,1T,2018-02-28,,"RÉQUES E HIJOS, S.L.",,FACTURA SEDE 000110 SUMINISTRO: POLIDEPORTIVO - PISCINA,6000,
Deporte,,,1T,2018-02-28,,"RÉQUES E HIJOS, S.L.",,"FACTURA SEDE 000007 GAS, SUMINISTRO: POLIDEPORTIVO - PISCINA",6064,
Deporte,,,1T,2018-02-28,,"RÉQUES E HIJOS, S.L.",,FACTURA SEDE 000049 SUMINISTRO: POLIDEPORTIVO - PABELLÓN,3790,
Deporte,,,1T,2018-03-06,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001510807 CONTRATO 10743701 PERIODO 7/11/17 A 11/01/18 CL INSTITUTO 1,596.14,
Deporte,,,1T,2018-03-06,,GALP ENERGÍA ESPAÑA SAU,,FACTURA SEDE GE18010001513999 CONTRATO 10743701 PERIODO 11/01/17 A 12/02/18 INSTITUTO,586.14,
Deporte,,,1T,2018-03-22,,"RÉQUES E HIJOS, S.L.",,FACTURA SEDE 000106 GAS SUMINISTRO: POLIDEPORTIVO - PABELLÓN,1496,
Deporte,,,1T,2018-03-22,,"RÉQUES E HIJOS, S.L.",,FACTURA SEDE 000119 GAS SUMINISTRO: POLIDEPORTIVO - PISCINA,2618,
Deporte,,,1T,2018-01-15,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83108 MATERIAL DEPORTES,75,
Deporte,,,1T,2018-01-15,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83104 SUMINISTRO MATERIAL DEPORTES,19,
Deporte,,,1T,2018-01-15,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83103 SUMINISTRO MATERIAL DEPORTES,98.57,
Deporte,,,1T,2018-01-15,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83099 SUMINISTRO MATERIAL DEPORTES,87.36,
Deporte,,,1T,2018-01-15,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83106 SUMINISTRO MATERIAL DEPORTES,85.91,
Deporte,,,1T,2018-01-01,,HUMMEL IBÉRICA SPORT & FASHION SL,,FACTURA FVR17-08703 CONCEPTO SUMINISTRO ESCUDOS VINILOS DEPORTES,486.66,
Deporte,,,1T,2018-02-02,,DEPORTES DANIEL BRAVO S.L.,,FACTURA 17000412 VESTUARIO CONCEJALÍA DEPORTES,943.8,
Deporte,,,1T,2018-02-02,,DEPORTES DANIEL BRAVO S.L.,,FACTURA 17000419 SUMINISTRO MATERIAL DEPORTES,1276.01,
Deporte,,,1T,2018-02-02,,"FERRETERÍA ROSIHERPA, S.L.",,FACTURA SEDE 2016 SUMINISTRO MATERIAL DEPORTES,228.75,
Deporte,,,1T,2018-02-02,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,FACTURA SEDE 83110 MATERIAL DEPORTES,226.28,
