#Año,Tipo,Presupuesto,Programa,Concepto,Descripción,Crédito
2011,G,P,9202,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",300
2011,G,P,9202,22699,Otros gastos diversos,10000
2011,G,P,9202,22700,LIMPIEZA Y ASEO.,430000
2011,G,P,9202,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,100
2011,G,P,9202,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",6000
2011,G,P,9202,62500,MOBILIARIO,6000
2011,G,P,9240,13000,RETRIBUCIONES BÁSICAS.,123050
2011,G,P,9240,13002,OTRAS REMUNERACIONES.,870
2011,G,P,9240,13010,PRODUCTIVIDAD PERSONAL LABORAL,6500
2011,G,P,9240,16001,Seguridad Social. Personal laboral,45490
2011,G,P,9240,22602,PUBLICIDAD Y PROPAGANDA.,40000
2011,G,P,9240,22799,Otros trabajos realizados por otras emrpresas y profesionale,80000
2011,G,P,9310,12007,Retribuciones básicas,112500
2011,G,P,9310,12102,Retribuciones complementarias,163360
2011,G,P,9310,12103,OTROS COMPLEMENTOS.RETRIB. FUNCIONARIOS EN ACUMULACION,0
2011,G,P,9310,15000,COMPLEMENTO DE PRODUCTIVIDAD,75700
2011,G,P,9310,16000,Seguridad Social. Personal Funcionario,123220
2011,G,P,9310,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",500
2011,G,P,9310,22699,Otros gastos diversos,500
2011,G,P,9310,22799,Otros trabajos realizados por otras emrpresas y profesionale,52000
2011,G,P,9341,12007,Retribuciones básicas,90350
2011,G,P,9341,12102,Retribuciones complementarias,130935
2011,G,P,9341,15000,COMPLEMENTO DE PRODUCTIVIDAD,59910
2011,G,P,9341,15100,GRATIFICACIONES,1000
2011,G,P,9341,16000,Seguridad Social. Personal Funcionario,63405
2011,G,P,9341,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,10000
2011,G,P,9341,22799,Otros trabajos realizados por otras emrpresas y profesionale,10000
2011,G,P,9341,35900,Otros gastos financieros,600000
