#Año,Tipo,Presupuesto,Programa,Concepto,Descripción,Crédito
2011,G,E,9202,22000,ORDINARIO NO INVENTARIABLE.,19931.67
2011,G,E,9202,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",2326.25
2011,G,E,9202,22100,ENERGÍA ELÉCTRICA.,401968.85
2011,G,E,9202,22101,AGUA.,46810.48
2011,G,E,9202,22103,COMBUSTIBLES Y CARBURANTES.,197328.05
2011,G,E,9202,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO.,0
2011,G,E,9202,22110,PRODUCTOS DE LIMPIEZA Y ASEO.,0
2011,G,E,9202,22199,Otros suministros,9965.08
2011,G,E,9202,22200,SERVICIOS DE TELECOMUNICACIONES.,154563.33
2011,G,E,9202,22201,POSTALES.,52370.62
2011,G,E,9202,22202,TELEGRÁFICAS.,0
2011,G,E,9202,22300,TRANSPORTES,45.06
2011,G,E,9202,22400,PRIMAS DE SEGUROS,140147.43
2011,G,E,9202,22501,Tributos de las Comunidades Autónomas,701368.66
2011,G,E,9202,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS.,6900.61
2011,G,E,9202,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,30606.99
2011,G,E,9202,22606,"REUNIONES, CONFERENCIAS Y CURSOS.",0
2011,G,E,9202,22699,Otros gastos diversos,8103.97
2011,G,E,9202,22700,LIMPIEZA Y ASEO.,470944.96
2011,G,E,9202,22706,ESTUDIOS Y TRABAJOS TÉCNICOS.,33.97
2011,G,E,9202,62300,"MAQUINARIA, INSTALACIONES Y UTILLAJE",2248.4
2011,G,E,9202,62500,MOBILIARIO,6000
2011,G,E,9240,13000,RETRIBUCIONES BÁSICAS.,117162.38
2011,G,E,9240,13002,OTRAS REMUNERACIONES.,822.08
2011,G,E,9240,13010,PRODUCTIVIDAD PERSONAL LABORAL,6166.56
2011,G,E,9240,16001,Seguridad Social. Personal laboral,40711.76
2011,G,E,9240,22602,PUBLICIDAD Y PROPAGANDA.,31913.55
2011,G,E,9240,22799,Otros trabajos realizados por otras emrpresas y profesionale,66746.23
2011,G,E,9310,12007,Retribuciones básicas,104401.22
2011,G,E,9310,12102,Retribuciones complementarias,144062.98
2011,G,E,9310,12103,OTROS COMPLEMENTOS.RETRIB. FUNCIONARIOS EN ACUMULACION,5859.09
2011,G,E,9310,15000,COMPLEMENTO DE PRODUCTIVIDAD,64943.75
2011,G,E,9310,16000,Seguridad Social. Personal Funcionario,76796.1
2011,G,E,9310,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES.",334.4
2011,G,E,9310,22699,Otros gastos diversos,0
2011,G,E,9310,22799,Otros trabajos realizados por otras emrpresas y profesionale,34526.31
2011,G,E,9341,12007,Retribuciones básicas,86879.97
2011,G,E,9341,12102,Retribuciones complementarias,124384.54
2011,G,E,9341,15000,COMPLEMENTO DE PRODUCTIVIDAD,57055.32
2011,G,E,9341,15100,GRATIFICACIONES,242.76
2011,G,E,9341,16000,Seguridad Social. Personal Funcionario,62199.39
2011,G,E,9341,22603,PUBLICACIÓN EN DIARIOS OFICIALES.,8376.86
2011,G,E,9341,22799,Otros trabajos realizados por otras emrpresas y profesionale,17148.98
2011,G,E,9341,35900,Otros gastos financieros,407592.08
