#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Administración General,,,1T,2019-01-25,,BALYMA SERVICIOS INTEGRALES SL,,TRABAJOS LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,11421.27,
Administración General,,,1T,2019-02-27,,BALYMA SERVICIOS INTEGRALES SL,, TRABAJOS LIMPIEZA EDIFICIOS MES ENERO 2019,11421.27,
Administración General,,,1T,2019-01-22,,PERSONAL AYUNTAMIENTO,,"DESPLAZAMIENTOS COLAB. SOCIAL, BIBLIOTECA Y KILOMETRAJE AÑO 2017 JOSE A. MUR. NOMINA ENERO 2019",448.2,
Administración General,,,1T,2019-02-22,,PERSONAL AYUNTAMIENTO,,DESPLAZAMIENTOS NOMINA FEBRERO 2019,431.97,
Administración General,,,1T,2019-03-27,,PERSONAL AYUNTAMIENTO,,GASTOS DE DESPLAZAMIENTOS PRESTANDO SERVICIOS AL AYUNTAMIENTO. NOMINA MARZO 2019,318.27,
Desarrollo local,,,1T,2019-02-19,,CARDIE EVENTOS SL,,ORGANIZACION DE EVENTOS DESDE EL 6/11/18 AL 5/01/19,2117.5,
Desarrollo local,,,1T,2019-03-25,,"CYLSTAT, S.L.",,TORRELODONES EN CIFRAS DESDE 22/02/2019 Y DURANTE 12 MESES,600,
Desarrollo local,,,1T,2019-03-25,,CARDIE EVENTOS SL,,ORGANIZACION DE EVENTOS DESDE EL 6/01/19 AL 5/03/19,2117.5,
Desarrollo local,,,1T,2019-04-01,,NATUR DEL SIGLO XXI,,CONFERENCIA SOBRE HERENCIAS PARA CONCEJALIA DE DESARROLLO LOCAL,175.45,
Desarrollo local,,,1T,2019-04-01,,NATUR DEL SIGLO XXI,,CONFERENCIA AUTOMEDICACION FECHA DE REALIZACION: 19/03/2019. LUGAR: CENTRO DE SERVICIOS SOCIALES,175.45,
Deporte,,,1T,2019-01-24,,ANTICIPO CAJA FIJA DEPORTES,,ALQUILER DE MÁQUINAS,200,
Deporte,,,1T,2019-01-24,,"SERKONTEN, S.A.",,SERVICIO MOPA MESDI POLIDEPORTIVO MES DICIEMBRE 2018,64.86,
Deporte,,,1T,2019-02-26,,"SERKONTEN, S.A.",,SERVICIO MOPA MESDI POLIDEPORTIVO MES ENERO 2019,64.86,
Deporte,,,1T,2019-02-26,,GESTIÓN DE RESIDUOS PAZ SL,,SUMINISTRO CONTENEDOR GRANDE EN POLIDEPORTIVO,143,
Deporte,,,1T,2019-02-26,,RADALKI ALQUILER SL,,ALQUILER MAQUINARIA,300,
Deporte,,,1T,2019-02-26,,FITNESS PROJET SL,,ALQUILER MATERIAL DEPORTIVO MES ENERO 2019,966.61,
Deporte,,,1T,2019-03-25,,FITNESS PROJET SL,,ALQUILER MATERIAL DEPORTIVO MES FEBRERO 2019,966.61,
Deporte,,,1T,2019-03-25,,"SERKONTEN, S.A.",,SERVICIO MOPA MESDI POLIDEPORTIVO MES FEBRERO 2019,66.28,
Deporte,,,1T,2019-01-24,,"ELECNOR, S.A",,SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES DICIEMBRE 2018,1745.17,
Deporte,,,1T,2019-02-26,,"ELECNOR, S.A",,SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES ENERO 2019,1745.17,
Deporte,,,1T,2019-01-16,,T-INNOVA INGENIERÍA APLICADA SA,,MANTENIMIENTO DEPORWIN PERIODO 01/10/18 A 31/12/18,525.92,
Deporte,,,1T,2019-03-25,,OFIPAPEL CENTER SL,,SUMINISTRO MATERIAL OFICINA PARA S.M. DEPORTES,281.45,
Deporte,,,1T,2019-01-15,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,CONTRATO 361817850 PERIODO 19/11/18 A 16/12/18 CUPS ES0021000011152131ZA EDIF MUNICIPALES,320.84,
Deporte,,,1T,2019-01-23,,NATURGY IBERIA SA,,CONTRATO 19481278 PERIODO 19/10/18 A 14/11/18 CUPS ES0021000005695597HN EDIF MUNICIPALES,3237.5,
Deporte,,,1T,2019-01-23,,NATURGY IBERIA SA,,CONTRATO 19480367 PERIODO 14/09/18 A 13/12/18 CUPS ES0021000005698231HR EDIF MUNICIPALES,1396.1,
Deporte,,,1T,2019-01-23,,NATURGY IBERIA SA,,CONTRATO 19480666 PERIODO 16/10/18 A 16/12/18 CUPS ES0021000018949182LP EDIF MUNICIPALES,999.06,
Deporte,,,1T,2019-02-19,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,, CONTRATO 631110021 PERIODO 10/12/18 A 08/01/19 CUPS ES0021000036950832DH PLZA JOSE MARIA,16.25,
Deporte,,,1T,2019-02-25,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,CONTRATO 361817850 PERIODO 16/12/18 A 14/01/19 CUPS ES0021000011152131ZA E,361.75,
Deporte,,,1T,2019-02-25,,IBERDROLA CLIENTES SAU,,CONTRATO 635861100 PERIODO 17/12/18 A 14/01/19 CUPS ES0021000005695599HZ B,923.63,
Deporte,,,1T,2019-02-27,,NATURGY IBERIA SA,,CONTRATO 19480487 PERIODO 13/09/18 A 13/12/18 CUPS ES0021000005694391NW ED,3730.32,
Deporte,,,1T,2019-02-27,,NATURGY IBERIA SA,,CONTRATO 19480954 PERIODO 06/10/18 A 10/12/18 CUPS ES0021000010669173ZE AL,1407.13,
Deporte,,,1T,2019-02-27,,NATURGY IBERIA SA,,CONTRATO 19481260 PERIODO 20/09/18 A 12/12/18 CUPS ES0021000005694393NG PZ,1792.98,
Deporte,,,1T,2019-02-27,,NATURGY IBERIA SA,,CONTRATO 19481278 PERIODO 15/11/18 A 13/12/18 CUPS ES0021000005695597HN ED,5319.86,
Deporte,,,1T,2019-03-07,,NATURGY IBERIA SA,,CONTRATO 19481272 PERIODO 19/12/18 A 17/01/19 CUPS ES0021000005695594HD ED,5398.21,
Deporte,,,1T,2019-03-14,,IBERDROLA COMERCIALIZACIÓN DE ÚLTIMO RECURSO SA,,CONTRATO 361817850 PERIODO 14/01/19 A 13/02/19 CUPS ES0021000011152131ZA E,331.02,
Deporte,,,1T,2019-03-14,,IBERDROLA CLIENTES SAU,,CONTRATO 635861100 PERIODO 14/01/19 A 13/02/19 CUPS ES0021000005695599HZ,1320.44,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19481272 PERIODO 18/01/19 A 18/02/19  CUPS ES0021000005695594HD,6260.78,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19480666 PERIODO 17/12/18 A 13/02/19  CUPS ES0021000018949182LP,1026.65,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19480367 PERIODO 14/12/18 A 13/02/19 CUPS ES0021000005698231HR ED,1054.29,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19480954 PERIODO 11/12/18 A 06/02/19 CUPS ES0021000010669173ZE PZ,833.57,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19481278 PERIODO 14/12/18 A 14/01/19 CUPS ES0021000005695597HN ED,5526.11,
Deporte,,,1T,2019-03-29,,NATURGY IBERIA SA,,CONTRATO 19481260 PERIODO 13/12/18 A 13/02/19 CUPS ES0021000005694393NG EDI,138.38,
Deporte,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30005631 PERIODO 29/06/17 A 04/09/17 PS JOAQUÍN RUIZ JIMÉNEZ S/N,70.75,
Deporte,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 10743701 PERIODO 20/06/16 A 18/07/16 CL DEL INSTITUTO 1,62.27,
Deporte,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 10743701 PERIODO 18/07/16 A 18/08/16 CL DEL INSTITUTO 1,68.87,
Deporte,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30005631 PERIODO 03/11/15 A 08/01/16 PS JOAQUÍN RUIZ JIMÉNEZ S/N,635.38,
Deporte,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30007900 PERIODO 11/01/19 A 08/02/19 PZ JOSE MARÍA UNCETA 4-6,2350.1,
Deporte,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30007901 PERIODO 11/01/19 A 08/02/19 PZ JOSE MARÍA UNCETA 4-6,3688.62,
Deporte,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30007902 PERIODO 11/01/19 A 08/02/19 PZ JOSE MARÍA UNCETA 4-6 PIS,6019.86,
Deporte,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 10743701 PERIODO 11/01/19 A 08/02/19 CL. INSTITUTO,736.14,
Deporte,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA SAU,,CONTRATO 30005631 PERIODO 05/01/19 A 04/03/19 JOAQUÍN RUIZ JIMÉNEZ S/N,1074.77,
Deporte,,,1T,2019-01-23,,"FERRETERÍA ROSIHERPA, S.L.",,SUMINISTRO MATERIAL DEPORTES,205.47,
Deporte,,,1T,2019-01-23,,"JOAQUÍN HERNÁNDEZ E HIJOS, S.L.",,SUMINISTRO MATERIAL DEPORTES,30.35,
Deporte,,,1T,2019-01-23,,"FERRETERÍA ROSIHERPA, S.L.",,MATERIAL DEPORTES,375.09,
Deporte,,,1T,2019-01-23,,"FERRETERÍA ROSIHERPA, S.L.",,MATERIAL DEPORTES,229.16,
Deporte,,,1T,2019-01-23,,"SEGOPI CENTRO, S.L.",,SUMINISTRO MATERIAL DE PINTURA,582.28,
Deporte,,,1T,2019-02-26,,"ELECNOR, S.A",,SUMINISTRO DE BOMBAS PARA CLIMATIZADOR DEL PABELLÓN PEQUEÑO,1364.88,
Deporte,,,1T,2019-03-08,,WOLFSPORT GROUP SL,,SUMINISTRO EQUIPACIONES DEPORTES,362.78,
Deporte,,,1T,2019-03-08,,WOLFSPORT GROUP SL,,SUMINISTRO EQUIPACIONES DEPORTES,30.83,
Deporte,,,1T,2019-03-08,,GARCILUX SUMINISTROS ELECTRICOS SL,,SUMINISTRO MATERIAL ELÉCTRICO DEPORTES,223.52,
Deporte,,,1T,2019-03-14,,AERÓBIC FITNES,,SUMINISTRO MATERIAL DEPORTES,2062.69,
Deporte,,,1T,2019-03-14,,MOYPE SPORT S.A.,," JUEGO RED CADENA METÁLICA, JUEGO BANDAS CORREDERAS Y SET ÁRBITRO VOLEIBOL DEPORTES",562.58,
Deporte,,,1T,2019-03-25,,"TELJU FITNESS, S.L.",,SUMINISTRO ACCESORIOS Y REPARACIÓN SERVICIO DE DEPORTES,1691.22,
Deporte,,,1T,2019-03-25,,GARCILUX SUMINISTROS ELECTRICOS SL,,SUMINISTRO MATERIAL PARA DEPORTES,221.22,
Deporte,,,1T,2019-01-24,,ANTICIPO CAJA FIJA DEPORTES,,TAXI PARA LLEVAR A DON JOSÉ LUIS TORRES AL ACTO QUE SE ORGANIZÓ EN SU HONOR.,70,
Deporte,,,1T,2019-03-26,,"RUCER BUS, S.L..",, SERVICIO TRANSPORTE EQUIPOS DEPORTES,1811.7,
Deporte,,,1T,2019-03-08,,"REPROGRAFÍA ZOCO 16, S.L.",,COPIAS POLIDEPORTIVO,71.1,
Deporte,,,1T,2019-01-24,,ANTICIPO CAJA FIJA DEPORTES,,2000 MENSAJES SMS,205.82,
Deporte,,,1T,2019-01-24,,ANTICIPO CAJA FIJA DEPORTES,,COMISIONES BANCARIAS POR TRANSFERENCIA PARA PAGO   ALQUIMÁQUINAS,2.4,
Deporte,,,1T,2019-01-25,,BALYMA SERVICIOS INTEGRALES SL,,TRABAJOS LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,5246.09,
Deporte,,,1T,2019-02-27,,BALYMA SERVICIOS INTEGRALES SL,,TRABAJOS LIMPIEZA EDIFICIOS MES ENERO 2019,5246.09,
Deporte,,,1T,2019-02-19,,AGRUPACIÓN DEPORTIVA TORRELODONES,,ZAPATILLAS SOLIDARIAS,2750,
Deporte,,,1T,2019-02-26,,TORRELODONES CLUB DE FÚTBOL,, JORNADA SOLIDARIA POR LA EDUCACIÓN Y FORMACIÓN PROFESIONAL PARA LA MUJER CON ONG KELELE AFRICA,2500,
Deporte,,,1T,2019-01-16,,CHOOSING BIG SL,, SERVICIO DE PROFESOR DE TENIS MES DICIEMBRE 2018,2892.65,
Deporte,,,1T,2019-01-16,,CHOOSING BIG SL,,SERVICIO DE PROFESOR DE TENIS MES NOVIEMBRE 2018,2892.65,
Deporte,,,1T,2019-01-24,,ANTICIPO CAJA FIJA DEPORTES,,DESINSTALACION CASQUILLOS METÁLICOS,108.9,
Deporte,,,1T,2019-01-24,,SPORTMADNESS EVENTOS SL,,AERÓBIC MES DICIEMBRE 2018,808.26,
Deporte,,,1T,2019-02-19,,"SANMI REPARACIONES, S.L.",,REPARACIÓN DE FUGA DE AGUA EN EL POLIDEPORTIVO,278.3,
Deporte,,,1T,2019-02-20,,AMBULANCIAS Y QUIRÓFANOS SAN JOSE SL,,COBERTURA SANITARIA CON UVI PARA CARRERA DEL 29 DE DICIEMBRE DE 2018,450,
Deporte,,,1T,2019-02-26,,OPADE SA,,CURSOS KÁRATE SERVICIOS DEPORTIVOS MES DICIEMBRE 2018,307.22,
Deporte,,,1T,2019-02-26,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE FÚTBOL ENERO 2019,1259.1,
Deporte,,,1T,2019-02-26,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE FÚTBOL SALA ENERO 2019,1622.16,
Deporte,,,1T,2019-02-26,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE BALONCESTO ENERO 2019,2073.59,
Deporte,,,1T,2019-02-26,,SIMA DEPORTE Y OCIO SL,, CONCESIÓN PISCINA CUBIERTA Y CLIMATIZADA MES ENERO 2019,5387.14,
Deporte,,,1T,2019-02-26,,SPORTMADNESS EVENTOS SL,, AERÓBIC MES ENERO 2019,1137.55,
Deporte,,,1T,2019-02-26,,"NILFISK-ADVANCE, S.A.",,"  3030262697 IMPORTE 180,29 ARREGLO MÁQUINA POLIDEPORTIVO",180.29,
Deporte,,,1T,2019-02-26,,OPADE SA,,CURSOS KÁRATE SERVICIOS DEPORTIVOS MES ENERO 2019,430.11,
Deporte,,,1T,2019-02-27,,SERVICIOS DEPORTIVOS Y CULTURALES EDDUCA SL,," MANTENIMIENTO CAMPO FÚTBOL PEQUEÑO, CAMPOS FÚTBOL TORREFORUM Y PISTA DE PADEL",1234.2,
Deporte,,,1T,2019-02-27,,BODET SA,,"RETIRADA, REPARACIÓN Y REVISIÓN CONTADORES",254.1,
Deporte,,,1T,2019-03-08,,LOEZ LIMPIEZA INTEGRAL SL,,LIMPIEZA DE GRADAS Y VESTUARIOS CAMPO DE FÚTBOL,1113.2,
Deporte,,,1T,2019-03-08,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE FÚTBOL FEBRERO 2019,1259.1,
Deporte,,,1T,2019-03-08,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE FÚTBOL SALA FEBRERO 2019,1622.16,
Deporte,,,1T,2019-03-08,,TEAM SPORT CONSULTING SL,,SERVICIO ESCUELA MUNICIPAL DE BALONCESTO FEBRERO 2019,2073.59,
Deporte,,,1T,2019-03-14,,SIMA DEPORTE Y OCIO SL,,CONCESIÓN ADMINISTRATIVA PISCINA CUBIERTA Y CLIMATIZADA MES FEBRERO 2019,5387.14,
Deporte,,,1T,2019-03-25,,SPORTMADNESS EVENTOS SL,,AERÓBIC MES FEBRERO 2019,1137.55,
Deporte,,,1T,2019-03-25,,CULMIN INNOVACIÓN Y SOLUCIONES SL,,"CRONOMETRAJE, CHIPS, DORSALES, BOLSA 1000 IMPERDIBLES, INSCRIPCIONES ON LINE",981.1,
Deporte,,,1T,2019-03-26,,FITNESS PROJET SL,,SERVICIO MONITOR CLASES ATLETISMO Y VOLEIBOL Y GIMNASIA DE MANTENIMIENTO ENERO 2019,1092.99,
Deporte,,,1T,2019-03-26,,CHOOSING BIG SL,,SERVICIO DE PROFESOR DE TENIS MES ENERO DE 2019,2892.65,
Biblioteca,,,1T,2019-01-01,,CULTURAL ACTEX SL,,SERVICIO DE APERTURA DE SALA DE ESTUDIOS BIBLIOTECA MUNICIPAL EXTENSIÓN HORARIA POR EXAMENES,2575.58,
Biblioteca,,,1T,2019-01-01,,HIDALGO GARCIA MARIA DEL CARMEN,,CUENTACUENTOS OLX BABIES BIBLIOTECA MUNICIPAL 11 DE OCTUBRE,200,
Biblioteca,,,1T,2019-01-16,,ALBERTI ALBERTI  MARGARITA,,"CUENTACUENTOS EN BIBLIOTECA MUNICIPAL ""BICHOS"" VIERNES 25 DE ENERO",220,
Biblioteca,,,1T,2019-01-21,,BARANDIARAN GALDOS JOSE MARIA,,"SERVICIO DE REALIZACION ""PLAN FUNCIONAL DE LA CAJA DE CULTURA DE TORRELODONES""",6655,
Biblioteca,,,1T,2019-01-22,,HERNANDEZ GONZALEZ ISRAEL,,CUENTACUENTOS 15 DE FEBRERO BIBLIOTECA MUNICIPAL JOSE DE VICENTE MUÑOZ,200,
Biblioteca,,,1T,2019-01-22,,AGUADO HIDALGO BEATRIZ,,"CUENTACUENTOS ""VEZ"" 22 FEBRERO BIBLIOTECA MUNICIPAL",220,
Biblioteca,,,1T,2019-01-29,,INFOBIBLIOTECAS,,COLOCACION ETIQUETAS FONDO BIBLIOTECAS,7000,
Biblioteca,,,1T,2019-03-25,,INFOBIBLIOTECAS,,SUMINISTRO LIBROS,2254.4,
Biblioteca,,,1T,2019-03-25,,LIBRERÍA GAZTAMBIDE SL,,SUMINISTRO LIBROS BIBLIOTECA,1420.27,
Biblioteca,,,1T,2019-01-25,,BALYMA SERVICIOS INTEGRALES SL,, LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,946.12,
Biblioteca,,,1T,2019-02-27,,BALYMA SERVICIOS INTEGRALES SL,,  LIMPIEZA EDIFICIOS MES ENERO 2019,946.12,
Biblioteca,,,1T,2019-01-23,,NATURGY IBERIA SA,,CONTRATO 19481246 DEL 15/10/2018 AL 13/12/2018 EDIFICIOS PUBLICOS,730.73,
Educación,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE  SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES DICIEMBRE 2018,1608.34,
Educación,,,1T,2019-02-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE  SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES ENERO 2019,1608.34,
Educación,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE  SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES DICIEMBRE 2018,3413.48,
Educación,,,1T,2019-02-26,,TANKASA INSTALACIONES SLU,,  1 DEPOSITO DE GASOIL COLEGIO NTRA SRA LOURDES,3225.26,
Educación,,,1T,2019-02-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE  SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES ENERO 2019,3413.48,
Educación,,,1T,2019-01-23,,NATURGY IBERIA SA,,PERIODO 18/10/18 A 20/11/18 ,1157.7,
Educación,,,1T,2019-01-23,,NATURGY IBERIA SA,,CONTRATO 19480632 PERIODO 15/10/18 A 14/11/18 ,745.21,
Educación,,,1T,2019-01-23,,NATURGY IBERIA SA,,PERIODO 11/09/18 A 14/11/18 ,858.85,
Educación,,,1T,2019-01-23,,NATURGY IBERIA SA,,PERIODO 20/11/18 A 18/12/18 ,1600.19,
Educación,,,1T,2019-02-19,,IBERDROLA CLIENTES SAU,,PERIODO 21/01/19 A 21/01/19 ,1635.01,
Educación,,,1T,2019-02-25,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,PERIODO 17/12/18 A 18/01/19 ,1393.02,
Educación,,,1T,2019-02-25,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,PERIODO 14/11/18 A 17/12/19 ,1850.34,
Educación,,,1T,2019-02-27,,NATURGY IBERIA SA,,PERIODO 21/11/18 A 17/12/18,1153.32,
Educación,,,1T,2019-02-27,,NATURGY IBERIA SA,, PERIODO 15/11/18 A 13/12/18 ,864.27,
Educación,,,1T,2019-03-07,,NATURGY IBERIA SA,,PERIODO 19/12/18 A 16/01/19 ,1392.19,
Educación,,,1T,2019-03-29,,IBERDROLA CLIENTES SAU,,PERIODO 18/01/19 A 06/03/19 ,3457.43,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 17/01/19 A 15/02/19 ,1592.43,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 15/11/18 A 13/02/19 ,1352.15,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 18/12/18 A 16/01/19 ,982.52,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 14/12/18 A 14/01/19 ,702.38,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 17/01/19 A 15/02/19,1308.49,
Educación,,,1T,2019-03-29,,NATURGY IBERIA SA,,PERIODO 15/01/19 A 06/03/19 ,1527.12,
Educación,,,1T,2019-02-19,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,   SUMINISTRO PRODUCTO ENERGY E+ COLEGIO LOS ANGELES,2447.15,
Educación,,,1T,2019-02-26,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,   SUMINISTRO PRODUCTOS ENERGY E+ COLEGIO LOS ANGELES,1684.95,
Educación,,,1T,2019-02-27,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,   SUMINISTRO PRODUCTO ENERGY E+ COLEGIO LOS ANGELES,1973.8,
Educación,,,1T,2019-02-27,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,   SUMINISTRO PRODUCTO ENERGY E+ COLEGIO LOS ANGELES,2007.54,
Educación,,,1T,2019-02-27,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,   SUMINISTRO GASOLEO C COLEGIO NTRA SRA DE LOURDES,1345.36,
Educación,,,1T,2019-03-07,,GALP ENERGIA ESPAÑA SAU,,    PERIODO 19/07/16 A 19/08/16 C. ENCINAR,123.12,
Educación,,,1T,2019-03-07,,GALP ENERGIA ESPAÑA SAU,,  PERIODO 28/10/15 A 05/01/16 C. ENCINAR,378.57,
Educación,,,1T,2019-03-07,,GALP ENERGIA ESPAÑA SAU,,  PERIODO 06/03/15 A 08/05/15 C. ENCINAR,3537.47,
Educación,,,1T,2019-03-07,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,  SUMINISTRO ENERGY E+ COLEGIO LOS ANGELES,1391.73,
Educación,,,1T,2019-03-29,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,  SUMINISTRO ENERGY E+ COLEGIO LOS ANGELES,1737.23,
Educación,,,1T,2019-03-29,,"REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A.",,  SUMINISTRO GASOLEO C COLEGIO NTRA SRA DE LOURDES,1401.02,
Educación,,,1T,2019-03-29,,GALP ENERGIA ESPAÑA SAU,,  PERIODO 11/01/19 A 08/02/19 C. ENCINAR,4095.66,
Educación,,,1T,2019-03-29,,GALP ENERGIA ESPAÑA SAU,,  PERIODO 29/12/18 A 28/02/19 C. ENCINAR,1947.62,
Educación,,,1T,2019-03-29,,GALP ENERGIA ESPAÑA SAU,,  PERIODO 09/02/19 A 28/02/19 C. ENCINAR,2027.36,
Educación,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,SUMINISTRO MATERIAL EDUCACION/COLEGIO EL ENCINAR,275.53,
Educación,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,SUMINISTRO MATERIAL PARA COLEGIO EL ENCINAR,180.23,
Educación,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,SUMINISTRO MATERIAL PARA COLEGIO LOS ANGELES,96.24,
Educación,,,1T,2019-02-26,,"ELECNOR, S.A",,MONTAJE RELOJ PROGRAMADOR EN CALDERA TORREFORUM,202.37,
Educación,,,1T,2019-03-08,,"SANMI REPARACIONES, S.L.",,SUMINISTRO E INSTALACION DE CONTADOR DE AGUA EN ZONA DE INFANTIL COLEGIO LOS ANGELES,145.2,
Educación,,,1T,2019-02-26,,SIERRA BUS SL,,  19/10 SERVICIOS TRANSPORTE VIAJEROS EN RUTA ESCOLAR MUNICIPAL 18 DIAS LECTIVOS MES ENERO 2019,2999.7,
Educación,,,1T,2019-02-26,,SIERRA BUS SL,,  19/11 SERVICIOS TRANSPORTE VIAJEROS DEL 23/01/19 DESDE IES DIEGO VELAZQUEZ A CASA DE CULTURA,357.5,
Educación,,,1T,2019-03-25,,SIERRA BUS SL,,  19/36 SERVICIO TRANSPORTE RUTA ESCOLAR 20 DIAS LECTIVOS DE FEBRERO DE 2019,3333,
Educación,,,1T,2019-01-25,,BALYMA SERVICIOS INTEGRALES SL,,% CORRESPONDIENTE   1 TRABAJOS LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,22305.3,
Educación,,,1T,2019-02-27,,BALYMA SERVICIOS INTEGRALES SL,,% CORRESPONDIENTE   7 TRABAJOS LIMPIEZA EDIFICIOS MES ENERO 2019,22305.3,
Educación,,,1T,2019-01-16,,ASOCIACION CULTURAL FIN4FUN,,% CORRESPONDIENTE   38.18 ACOMPAÑAMIENTO DE MENORES AL COLEGIO (PEDIBUS) MES DICIEMBRE 2018,546,
Educación,,,1T,2019-01-16,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,SUMINISTRO MATERIAL EDUCACION,44.2,
Educación,,,1T,2019-01-23,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,SUMINISTRO COPIAS A3 COLOR PARA EDUCACION,32.5,
Educación,,,1T,2019-01-24,,"C.E. DE JARDINERIA APASCOVI, S.L.",,% CORRESPONDIENTE SERVICIOS CONSERJERIA EDIF TORREFORUM MES DICIEMBRE 2018,602.48,
Educación,,,1T,2019-01-25,,CREZCA SERVICIOS AUXILIARES SL,, CONSERJE CEIPSO EL ENCINAR MES DICIEMBRE 2018,2494.9,
Educación,,,1T,2019-02-26,,MAÑAS FRANQUEZA EVA,,SERVICIO HUERTOS ESCOLARES ECOLOGICOS MES ENERO 2019,3400.1,
Educación,,,1T,2019-02-26,,BILBAO BILBAO ALVARO,,CONFERENCIA,600,
Educación,,,1T,2019-02-26,,CREZCA SERVICIOS AUXILIARES SL,,CONSERJE CEIPSO EL ENCINAR MES ENERO 2019,2494.9,
Educación,,,1T,2019-02-26,,ASOCIACION CULTURAL FIN4FUN,,ACOMPAÑAMIENTO DE MENORES AL COLEGIO (PEDIBUS) MES ENERO 2019,1512,
Educación,,,1T,2019-03-08,,"C.E. DE JARDINERIA APASCOVI, S.L.",,% CORRESPONDIENTE SERVICIOS DE CONSERJERIA PRESTADOS EN TORREFORUM MES ENERO 2019,602.48,
Educación,,,1T,2019-03-14,,ASOCIACION CULTURAL FIN4FUN,,% CORRESPONDIENTE PROYECTO ACOMPAÑAMIENTO MENORES AL COLEGIO MES FEBRERO,840,
Educación,,,1T,2019-03-25,,"C.E. DE JARDINERIA APASCOVI, S.L.",,% CORRESPONDIENTE SERVICIOS DE CONSERJERIA PRESTADOS EN TORREFORUM MES FEBRERO 2019,602.48,
